# https://www.ngdc.noaa.gov/nndc/struts/form?t=101650&s=1&d=1
# removed events with missing lat or lon
# more datasets https://www.researchgate.net/post/What_is_the_greatest_online_data_set_for_earthquakes
LATITUDE,LONGITUDE
36.200,43.100
41.100,14.800
33.500,36.300
29.000,112.000
31.800,119.900
46.000,14.500
35.000,110.000
45.300,11.000
34.300,109.000
47.000,6.000
40.500,43.300
33.200,44.200
27.665,52.348
41.000,29.500
64.000,-21.000
47.500,7.600
39.800,113.100
34.800,131.800
33.000,35.000
37.600,126.300
32.000,119.000
38.400,112.900
38.400,27.300
35.700,10.000
38.000,46.200
38.100,46.300
39.700,39.500
40.500,43.500
30.600,50.300
36.000,58.800
39.700,116.300
34.300,44.700
40.400,28.900
34.300,35.500
40.700,29.700
38.100,15.100
35.000,58.000
34.000,58.000
23.600,116.500
29.500,34.950
38.500,116.100
30.000,31.100
14.200,43.300
35.000,38.000
40.500,28.500
39.900,41.100
31.000,49.000
37.000,15.300
34.000,44.000
41.400,43.200
40.500,143.000
34.300,38.200
36.100,36.100
34.000,137.500
33.000,135.500
36.000,59.000
35.000,62.100
37.500,112.600
36.200,36.100
36.200,36.100
38.500,43.400
42.420,12.100
36.100,36.100
37.500,38.500
36.100,36.100
36.800,39.000
26.400,55.500
45.500,11.000
44.800,11.300
36.200,50.000
41.100,14.800
36.100,103.700
36.200,43.100
33.200,44.200
37.300,15.100
36.300,43.100
40.300,46.300
38.500,106.300
33.200,44.400
38.700,-9.100
32.600,36.700
39.800,20.100
45.800,8.100
34.500,36.500
36.200,37.200
35.100,36.300
38.400,38.350
32.000,35.500
64.300,-20.000
37.300,15.030
36.200,37.200
34.400,35.800
38.000,15.000
35.300,51.200
37.500,65.500
36.300,50.000
36.100,36.100
41.100,15.100
64.000,-21.000
32.600,36.700
34.500,36.500
39.300,16.200
46.400,15.300
33.500,36.000
27.100,118.400
36.300,57.600
42.000,60.000
36.000,58.800
36.000,111.800
30.500,31.300
36.000,106.200
45.550,10.220
34.500,33.000
41.600,15.900
43.600,5.300
38.500,106.300
41.500,13.800
41.000,28.600
45.300,12.200
41.200,19.300
41.300,19.500
34.200,58.400
35.200,139.400
41.000,13.000
27.700,85.300
35.200,139.500
39.000,144.000
38.000,12.500
36.000,58.800
39.750,39.500
38.000,46.200
40.600,15.800
41.300,19.700
42.100,44.200
35.100,-6.100
45.300,11.000
44.200,12.000
44.100,15.200
44.100,15.200
36.100,58.500
36.100,58.800
41.700,43.200
33.300,36.200
47.400,2.500
48.600,7.800
40.000,116.500
41.500,119.300
29.400,52.300
36.100,111.500
32.000,34.900
35.200,139.400
46.900,9.500
46.900,9.500
42.400,12.900
42.400,12.900
44.100,15.200
36.800,56.000
36.200,53.400
35.000,27.000
36.300,111.700
38.500,45.500
39.800,113.100
35.500,25.500
26.600,56.200
35.900,106.100
35.600,46.000
31.200,112.200
36.500,113.800
41.500,13.800
39.100,44.500
36.000,-10.700
45.200,14.700
30.100,102.700
42.800,13.000
37.734,15.004
33.700,135.200
26.600,56.200
34.700,59.700
40.400,115.700
34.300,35.500
29.000,111.300
44.300,34.300
41.000,139.500
44.000,15.000
40.800,28.300
34.900,105.800
38.000,-9.000
36.527,37.956
32.600,51.700
43.800,11.300
47.500,7.600
36.900,118.200
46.400,13.500
42.300,13.500
43.000,43.000
37.300,113.000
43.500,12.100
35.600,105.300
40.800,27.000
35.100,36.400
36.800,-9.000
47.400,7.600
14.100,43.200
36.800,3.000
26.800,55.900
33.400,136.200
40.300,15.600
28.800,115.300
33.000,135.000
36.800,3.000
37.300,49.700
37.600,112.500
32.000,118.800
42.100,-0.300
46.900,8.400
12.400,45.100
41.100,20.100
35.300,51.200
39.200,26.200
39.300,26.300
37.600,126.300
44.200,17.700
44.100,15.200
12.400,45.100
38.500,26.500
36.200,58.500
36.100,58.500
36.200,58.800
44.100,15.200
39.800,64.400
47.400,7.200
44.100,15.200
36.500,49.000
27.700,54.300
35.000,37.000
33.700,136.500
36.100,37.100
36.000,58.800
34.400,138.400
36.000,36.000
36.200,36.100
33.800,136.900
43.500,12.100
41.000,15.000
43.900,15.600
40.900,28.900
14.100,43.200
41.700,2.200
43.400,4.400
37.200,-3.600
34.900,139.500
28.300,53.100
36.200,103.300
38.300,43.200
38.000,46.200
48.500,19.100
43.200,27.900
38.700,42.200
24.500,117.600
41.900,12.600
37.500,138.200
42.600,18.100
47.500,7.600
47.500,7.600
35.900,126.500
40.400,14.500
42.200,20.700
39.800,39.500
31.200,34.200
31.200,34.200
39.900,40.400
46.300,16.300
42.300,13.400
42.300,13.500
14.100,43.200
37.300,-5.600
38.500,20.500
-16.300,-71.000
42.600,18.100
42.600,75.200
27.500,101.600
43.000,17.600
42.000,15.900
36.000,28.000
36.000,28.000
36.000,28.000
26.500,99.900
42.600,18.100
39.900,40.400
26.100,56.900
36.200,27.500
24.900,57.900
37.000,49.000
40.500,116.500
36.900,49.900
34.400,108.900
31.700,103.900
54.000,-9.000
36.500,27.000
39.400,67.100
36.900,27.000
36.800,27.000
33.000,59.800
43.800,7.000
43.400,7.100
35.500,25.500
25.500,103.800
37.600,105.600
35.100,139.500
43.500,16.100
9.900,-62.300
33.500,135.200
34.400,137.700
34.000,138.100
25.000,103.000
24.900,103.100
35.500,25.000
34.800,110.100
18.300,-69.500
45.800,16.100
35.700,115.300
37.300,-5.400
46.800,10.200
42.600,18.100
45.900,14.200
34.500,69.200
35.200,110.900
24.600,102.500
35.200,25.100
46.400,14.100
38.100,15.700
41.700,26.600
40.800,28.100
31.500,121.500
48.800,10.500
46.100,14.500
34.600,135.400
34.500,137.600
46.100,13.400
46.200,13.433
26.600,100.000
46.400,9.000
25.000,98.500
-17.200,-72.300
37.800,21.000
25.100,99.100
26.600,100.200
25.700,100.200
42.600,18.100
42.600,18.100
45.700,26.600
24.100,102.600
37.200,-1.500
38.000,125.000
-40.000,-74.000
25.300,100.300
33.600,136.300
37.700,-25.400
36.970,-2.660
19.200,-96.400
17.000,73.200
38.000,46.200
10.500,-64.200
42.600,18.100
38.700,-9.100
30.700,117.500
25.800,116.400
28.100,102.100
19.200,-99.100
40.600,14.100
16.200,-88.500
23.600,102.800
10.800,-64.200
19.200,-99.100
44.070,11.300
37.070,15.300
-19.000,-70.500
10.500,-64.200
37.200,111.700
34.800,139.000
32.000,35.500
38.700,-27.300
33.500,59.100
40.700,15.100
38.000,46.000
38.700,-9.100
25.800,105.200
-16.600,-71.300
35.800,128.800
-11.900,-77.600
42.800,22.800
-0.200,-78.600
46.900,13.700
41.000,29.000
41.000,29.000
34.500,109.700
24.200,102.700
24.900,103.200
40.500,14.700
40.500,15.500
37.500,106.200
38.000,112.000
-38.700,-73.500
42.400,18.800
19.100,-70.300
44.017,7.283
14.600,-90.700
14.600,-90.700
3.000,-77.300
27.700,54.300
20.200,-103.500
34.400,109.000
39.000,119.000
-36.750,-73.000
45.300,11.400
24.100,102.700
19.200,-104.000
34.400,104.000
46.200,6.200
45.100,14.800
34.000,51.400
-0.200,-78.600
-39.800,-73.200
25.000,98.600
-12.500,-77.000
8.705,-83.880
35.300,-2.970
25.100,99.900
51.019,1.309
-14.100,-71.500
-12.200,-77.600
-16.600,-71.600
40.600,14.100
-11.800,-77.800
46.330,6.970
46.300,7.000
46.200,7.000
14.553,-90.735
-12.300,-77.700
25.300,100.300
35.000,136.800
-5.300,-80.500
-0.220,-78.500
37.100,-8.000
29.400,52.300
24.000,102.800
37.900,-4.800
34.800,138.200
-0.500,-78.200
-17.200,-72.900
45.000,14.900
48.300,15.500
45.900,16.300
35.400,103.900
37.783,-25.500
47.100,0.100
-14.000,-76.000
33.300,131.700
38.800,-9.400
33.300,131.600
38.800,-9.400
14.600,121.000
-16.800,-70.900
-16.600,-70.800
23.500,117.200
14.600,121.000
46.800,8.500
14.600,121.000
35.100,140.500
18.000,-92.500
17.000,-96.300
-29.900,-71.300
-17.880,-70.940
35.500,25.500
25.000,119.500
19.900,110.500
33.000,134.900
33.500,138.500
23.600,102.800
17.000,-96.300
42.400,18.500
42.400,18.700
42.400,18.700
36.400,50.500
-11.900,-77.400
38.600,16.300
39.200,99.000
8.300,-71.800
47.500,7.500
17.000,122.000
19.500,-99.100
19.500,-99.100
35.100,58.900
21.500,111.300
37.500,140.000
39.000,144.500
38.800,20.800
35.500,25.500
38.117,14.783
35.300,25.100
37.200,127.000
38.400,-27.000
38.400,-24.100
37.200,112.500
37.500,138.000
-18.500,-70.350
18.500,-70.000
44.900,35.500
35.700,139.700
46.800,8.400
36.100,37.100
38.100,142.000
39.000,144.500
43.600,7.300
46.300,9.500
35.000,58.000
18.900,72.900
37.000,111.900
17.000,-96.300
-7.941,-79.038
52.300,14.600
18.200,121.600
32.500,130.600
40.900,71.400
10.800,122.500
8.600,-79.300
39.500,116.700
23.000,-103.000
46.800,10.300
46.800,10.300
37.500,21.000
36.500,106.300
34.000,-4.600
44.600,11.800
38.800,20.800
40.400,14.100
38.800,16.400
39.400,114.200
-0.200,-78.500
41.733,15.350
37.500,105.500
18.400,121.600
46.000,15.500
40.600,114.200
13.200,123.700
53.600,12.300
36.000,25.000
-4.600,129.900
-12.200,-77.500
38.700,20.600
32.600,104.100
-4.600,129.900
40.821,14.426
11.200,41.700
35.300,104.300
35.500,107.800
29.300,111.700
42.400,18.400
-41.800,-73.800
37.500,21.000
38.000,46.200
35.200,139.200
34.100,105.300
35.100,107.600
30.700,115.100
5.100,-2.200
38.100,20.300
38.100,20.300
7.600,123.700
39.033,16.283
39.250,16.750
-30.000,-71.400
42.600,13.300
42.500,18.100
36.200,50.000
-1.700,-78.600
50.800,5.700
45.900,15.500
38.570,16.530
38.200,46.300
23.000,117.000
42.070,140.680
-1.500,-78.500
10.900,-66.700
42.300,22.700
38.000,46.100
23.500,116.500
18.200,121.700
35.100,111.100
35.200,140.600
35.500,129.500
7.600,-73.000
7.500,-72.500
43.000,8.000
39.400,140.100
-1.700,-78.600
14.400,121.000
14.400,121.000
43.550,10.317
41.900,15.800
41.040,28.980
38.300,43.200
37.700,141.700
-15.500,-75.000
-33.400,-70.600
36.000,140.000
12.500,-86.800
45.000,14.900
38.300,43.200
15.000,121.000
38.183,15.550
35.500,126.000
35.500,140.000
-13.500,-72.000
36.400,25.400
38.000,46.200
42.100,47.700
25.400,100.500
38.200,28.200
13.100,121.600
-12.100,-76.600
40.100,3.600
41.400,13.600
34.300,105.500
-12.300,-77.600
35.000,25.000
-12.500,-77.000
34.400,35.850
-12.400,-76.800
-36.830,-73.030
-33.500,-70.700
47.100,0.600
31.500,103.600
-3.000,128.000
-8.100,-79.000
38.000,21.000
39.400,115.700
14.400,120.600
38.700,16.300
-6.920,129.125
37.500,140.000
-0.200,-78.500
35.300,-2.970
43.100,0.200
44.630,10.930
38.400,22.400
44.100,12.000
23.000,120.200
17.000,-96.300
-0.200,-78.400
35.000,25.000
31.700,132.000
35.500,136.000
12.400,-86.600
47.600,-70.100
-14.100,-75.800
38.100,46.300
38.700,112.700
35.500,127.100
35.000,25.000
35.400,52.000
14.600,121.000
36.000,42.500
35.000,136.800
37.000,138.000
18.800,-98.000
18.300,-77.500
42.600,18.100
38.400,27.100
40.600,48.600
37.200,50.000
37.200,57.500
25.000,125.500
42.350,-71.050
38.400,27.100
38.000,46.200
24.000,68.000
35.300,118.600
38.000,126.000
37.600,15.000
40.600,48.600
47.200,11.400
27.500,53.600
33.000,122.500
35.900,126.500
35.500,141.000
40.600,48.600
33.400,134.700
43.933,12.583
36.500,25.500
40.000,26.000
18.300,-69.500
36.300,59.300
1.375,127.520
1.375,127.520
-3.000,128.000
-1.700,-79.000
39.500,20.000
-3.750,127.750
-3.700,128.200
13.000,121.000
34.500,132.000
17.600,-76.500
33.400,104.800
14.500,120.500
35.000,141.500
40.000,144.000
-9.000,-79.000
20.000,-75.500
37.100,50.000
34.200,58.400
38.600,142.000
13.300,43.300
40.100,44.700
40.000,117.000
31.400,119.500
36.500,-4.400
25.000,101.500
34.600,137.600
-18.500,-70.350
37.500,129.500
17.000,-96.300
20.000,-75.500
48.000,6.500
40.100,44.300
27.700,54.300
38.700,112.700
19.000,-71.000
-1.300,-78.600
18.300,-77.500
-13.500,-76.500
-32.800,-70.700
36.200,59.400
17.917,-76.867
17.600,-76.500
44.400,12.000
41.170,14.750
40.380,16.550
38.400,26.900
38.400,26.900
43.700,44.700
24.000,68.000
26.500,99.900
-2.200,-78.900
47.700,10.900
17.500,-61.500
46.600,13.800
18.300,-70.400
17.800,-76.700
-25.400,-64.800
40.100,44.300
23.100,-82.400
37.333,15.167
40.700,15.700
25.000,121.500
40.000,139.500
42.500,12.100
45.400,12.200
36.000,111.500
37.800,21.000
39.300,44.600
16.700,-99.200
-1.200,-78.700
-1.300,-78.700
33.300,131.700
-12.100,-76.600
45.600,15.300
14.400,120.600
45.000,-125.000
36.500,126.500
34.200,129.300
16.500,-97.000
18.300,-72.400
14.400,-61.000
41.100,14.500
44.400,8.917
42.780,13.100
42.467,13.200
26.400,55.500
26.600,56.200
35.000,140.000
38.800,20.800
34.900,106.800
38.000,116.500
41.000,139.500
-18.600,-70.200
63.900,-21.200
41.600,14.600
-13.000,-72.000
40.400,43.000
33.200,134.800
34.100,137.800
43.800,5.800
-3.690,128.150
34.000,137.000
37.400,105.300
27.800,111.300
-4.530,129.900
19.200,-103.700
47.000,0.100
-4.000,129.000
35.500,133.000
34.300,134.000
25.400,103.200
32.000,103.700
17.000,-96.300
38.200,21.700
38.250,21.730
21.850,95.967
36.500,138.000
-17.300,-70.800
38.300,43.200
38.700,43.900
33.300,131.700
29.000,-114.000
-13.700,-76.000
-17.200,-71.200
36.800,3.000
36.800,3.000
41.200,80.300
14.002,120.993
18.300,-66.400
44.100,15.200
39.000,142.700
35.000,105.200
31.400,-8.000
40.800,29.400
38.218,-26.635
38.200,-26.600
47.400,9.500
29.000,77.500
40.400,115.500
20.300,120.300
45.300,14.400
37.900,46.700
23.000,120.200
23.000,120.300
18.000,121.500
37.200,-7.600
38.700,20.600
-6.174,106.829
38.500,20.500
-9.000,-79.000
-16.600,-72.700
-16.400,-70.800
30.100,101.900
25.100,103.100
56.500,118.500
38.100,13.350
36.300,136.000
19.200,-99.100
14.400,-61.000
37.500,13.000
38.000,46.300
39.500,127.300
14.400,121.000
37.500,137.000
-32.500,-71.500
38.500,-28.000
44.000,10.100
42.800,13.000
40.000,116.200
14.100,121.400
36.200,142.200
23.000,-102.000
30.300,-9.400
41.500,15.500
37.900,140.600
16.800,-99.900
41.080,15.150
35.200,140.800
15.700,39.000
26.200,103.100
2.600,-76.500
15.800,121.700
-0.900,-78.600
23.100,120.300
-43.000,-74.000
50.000,157.000
51.100,158.000
55.500,163.000
46.450,16.390
36.800,24.400
33.300,96.600
33.200,104.200
19.200,-104.000
-14.100,-73.200
39.300,-31.100
44.000,21.300
38.900,106.500
40.700,142.300
17.000,-96.300
45.100,19.800
43.200,12.600
38.500,20.500
-36.800,-73.000
37.800,21.000
37.800,21.000
53.300,104.000
50.500,157.000
4.500,-73.800
39.000,20.300
14.000,121.600
11.200,124.300
17.000,121.000
-11.996,-77.198
-13.900,-70.350
13.600,123.200
39.000,-0.650
38.300,22.100
30.400,101.600
30.100,101.900
32.900,103.600
36.400,106.100
20.700,-103.300
14.002,120.993
20.700,-103.300
10.500,-64.200
43.200,0.800
46.000,12.250
36.200,23.000
42.100,24.800
18.500,93.400
24.700,102.900
2.500,-76.500
18.500,-72.300
18.500,-72.300
-36.830,-71.630
18.500,-70.700
19.000,-70.000
43.800,9.000
43.200,12.800
37.800,27.000
26.500,99.900
37.200,138.100
40.400,-8.700
37.800,21.000
31.200,34.200
35.000,36.000
16.800,-99.200
30.800,31.000
14.002,120.993
-3.500,128.500
-3.500,128.500
-0.200,-78.500
42.700,-70.300
37.000,-10.000
34.080,-5.000
46.300,8.000
42.500,21.900
34.000,51.500
24.700,102.200
23.800,102.700
38.700,-9.000
-0.900,-78.600
38.650,-28.080
34.000,-6.800
49.920,-6.320
37.000,15.000
39.300,16.200
45.800,17.400
-6.000,107.000
37.000,-26.000
36.800,10.200
19.500,-102.300
44.900,7.300
38.000,20.500
41.000,24.000
33.000,35.500
33.300,35.700
20.000,-75.500
34.500,-13.000
50.000,90.000
24.400,102.500
24.400,102.500
22.000,92.000
38.100,138.700
47.700,18.200
24.300,102.800
-6.000,130.000
40.700,142.000
41.000,142.500
40.500,143.500
15.910,-85.960
38.700,-9.200
13.700,-89.200
-33.050,-71.617
34.800,105.000
14.700,-89.500
3.700,-76.300
19.900,-76.100
10.470,-64.170
14.400,-61.100
38.000,20.500
41.000,29.000
27.700,54.300
40.900,140.700
14.400,-61.000
39.300,16.200
38.200,20.200
22.200,113.550
14.200,121.000
44.000,12.000
44.100,15.200
26.200,127.500
-4.850,152.800
46.900,9.500
38.800,20.800
33.000,44.500
29.400,52.300
51.800,105.500
32.300,132.000
18.500,-73.400
38.717,20.650
24.600,99.900
-5.000,102.000
14.600,120.980
38.600,142.000
17.600,-76.500
14.200,121.000
24.000,124.300
44.400,4.800
39.500,20.000
39.300,142.700
14.600,-90.700
14.600,-90.700
35.800,-5.830
47.000,-55.000
4.900,-52.300
46.900,8.700
19.900,-76.000
19.000,-72.400
19.000,-72.400
9.200,-70.300
46.000,15.900
-3.700,128.200
16.700,-99.200
19.000,-70.400
23.500,120.600
20.300,-103.700
35.500,-5.400
38.500,27.000
33.900,51.300
33.600,51.300
38.000,46.700
18.200,-78.100
42.400,18.800
35.000,25.800
38.000,46.200
45.300,151.200
18.100,-77.300
43.600,13.500
36.300,43.100
24.500,120.500
35.100,139.700
19.300,-70.400
38.200,15.550
38.217,15.633
38.300,15.967
38.583,16.200
38.767,16.300
38.300,16.300
38.783,16.467
38.900,17.100
38.700,30.700
16.900,-99.900
17.000,-96.300
18.500,-72.300
-16.500,-72.000
63.800,-20.500
40.900,0.300
38.167,15.633
38.317,16.400
39.700,39.500
4.600,-74.000
38.200,21.700
39.900,98.000
8.500,-71.200
38.200,15.200
39.700,19.800
44.000,80.800
29.800,102.100
16.500,-98.500
15.500,-97.000
18.470,-77.920
18.300,-66.400
18.000,-66.400
10.800,122.500
10.700,122.500
55.000,-161.000
57.000,-153.000
14.000,-61.000
7.600,1.700
43.500,12.200
24.200,102.800
34.600,110.300
35.700,-0.600
54.000,162.000
14.600,-91.500
35.300,-2.970
38.500,16.100
37.500,20.300
35.800,21.000
38.000,46.200
24.500,117.700
34.500,135.400
56.000,163.000
57.000,-152.000
31.000,101.500
23.600,120.500
32.800,130.300
43.500,140.600
54.000,162.000
19.000,-72.300
39.300,-31.100
30.600,101.500
40.850,139.950
38.500,144.000
10.470,-64.170
34.000,51.400
17.000,-96.300
10.700,-61.700
9.300,-13.400
7.400,-72.700
-27.350,-70.350
40.500,13.900
35.200,35.800
16.000,119.500
-1.640,-78.670
10.600,-64.100
0.001,99.000
10.200,-82.900
-27.350,-70.350
43.500,11.200
36.200,23.000
-12.000,-77.000
7.500,-73.500
46.900,-2.000
43.100,13.000
43.100,13.100
39.400,67.200
23.800,102.400
36.600,136.600
19.200,-99.100
28.100,-17.100
36.200,53.300
17.000,-96.300
46.900,8.600
10.300,-64.500
17.200,-62.400
36.500,2.900
45.500,10.000
45.700,26.600
-3.700,128.200
37.700,138.300
27.500,77.500
25.600,100.600
36.833,-2.833
36.900,-2.400
38.300,21.800
38.200,21.800
39.050,139.950
5.300,-74.600
10.500,-64.200
41.200,14.700
36.300,52.400
34.400,-119.700
18.900,-103.800
-12.100,-77.100
41.700,12.700
-0.217,-78.500
35.300,-2.970
44.833,7.250
36.200,50.000
36.300,53.300
33.900,134.800
-33.880,18.450
36.300,53.000
14.000,143.300
26.000,-111.350
23.800,-82.200
28.200,-16.600
35.500,25.000
39.900,139.900
35.600,-90.400
35.600,-90.400
-33.080,-71.670
41.800,45.200
31.700,100.300
25.200,121.300
13.100,123.900
34.200,-119.900
34.370,-117.650
36.500,-89.600
36.300,-89.600
18.000,-76.800
10.600,-66.900
43.300,5.366
43.700,5.700
41.900,12.450
43.700,83.000
35.400,139.600
-14.100,-75.400
29.600,52.600
43.200,0.400
23.700,102.500
35.800,114.400
-10.217,123.633
13.100,123.900
17.000,-96.300
38.800,20.500
35.000,25.750
34.800,111.200
-8.000,115.000
25.200,121.200
-3.700,128.400
15.500,-91.500
5.000,96.500
31.400,100.700
39.950,-75.100
45.900,6.800
38.250,22.250
19.100,-103.600
19.200,-99.100
43.917,8.033
37.800,14.000
37.600,15.000
42.800,23.300
-4.000,101.500
-7.000,117.000
-27.000,-71.500
-27.400,-70.300
-27.400,-70.300
35.070,0.020
42.500,11.800
66.416,12.850
23.000,71.000
36.100,102.300
54.520,-164.650
17.200,-99.600
10.500,-64.200
-4.500,11.600
38.800,20.500
37.750,21.250
29.600,52.500
36.500,53.500
34.100,113.800
-7.000,119.000
-16.107,-72.967
-15.950,-5.700
35.300,-2.970
37.800,21.200
45.700,26.600
10.100,-83.300
-33.000,-72.000
-33.050,-71.630
12.100,-64.100
36.000,36.000
36.000,36.000
33.000,104.600
42.700,-79.000
10.500,-63.800
14.400,-61.100
38.100,14.700
42.700,18.200
39.750,20.750
29.600,52.500
36.300,53.300
-6.500,108.500
18.000,-76.500
16.700,-62.200
14.400,-61.000
29.700,51.600
29.800,52.400
14.250,121.250
13.700,121.700
11.100,-74.100
10.400,-61.300
36.400,2.800
38.750,20.750
29.600,52.500
36.100,52.600
14.000,143.300
20.000,-75.500
4.600,-73.900
27.070,142.210
-45.800,166.500
1.800,-76.400
14.400,-61.000
40.700,36.600
31.600,74.300
34.900,111.100
53.000,158.500
-12.130,-77.809
40.700,13.900
40.700,48.400
34.200,74.500
-7.000,119.000
14.550,120.900
32.600,129.900
37.500,139.500
-33.050,-71.630
38.200,-0.900
41.200,24.500
41.200,24.500
44.200,26.100
51.400,104.100
33.200,117.900
36.600,118.500
17.000,-96.300
43.000,47.000
43.500,47.500
35.700,52.100
36.400,54.300
36.400,114.200
14.550,120.900
14.550,120.900
35.000,136.000
-18.500,-71.000
12.400,-61.500
13.100,-59.617
43.800,7.800
38.100,15.700
37.800,27.000
32.800,116.800
-38.700,178.000
42.900,12.600
39.000,17.000
36.500,71.000
16.800,-99.900
-28.500,-71.300
-18.251,-71.010
40.400,19.900
29.400,80.100
28.300,85.500
-2.500,100.500
25.200,103.000
38.900,139.150
16.800,-99.900
1.400,-77.100
1.200,-77.000
11.000,-74.200
8.800,-70.900
44.300,9.400
47.600,22.300
31.300,35.600
28.600,87.100
33.000,97.000
24.900,103.000
-6.700,107.000
43.300,141.400
14.000,143.300
-36.830,-73.030
46.700,7.800
39.300,16.300
38.500,35.500
-3.700,128.200
37.900,141.900
38.000,-122.000
-22.600,-70.300
40.100,15.800
39.600,16.600
-8.300,118.700
-8.300,118.700
20.000,-105.000
16.860,-99.880
19.450,-99.150
-42.500,-74.000
10.300,-66.600
18.200,-64.500
44.200,10.500
33.000,35.500
5.500,96.000
34.600,103.700
-8.500,118.500
37.600,-122.400
-36.700,-73.100
45.700,26.600
32.000,34.500
21.800,96.000
13.700,-89.200
10.500,-64.200
14.400,-61.100
45.900,6.100
21.900,96.000
26.100,99.900
26.100,99.900
