# http://floodobservatory.colorado.edu/Archives/index.html
lat,long
24.0121,90.7053
-26.2024,-58.1136
6.58518,3.45225
28.886,80.7246
55.4087,-114.841
45.3603,39.8909
34.7195,103.879
37.8837,127.777
30.0496,-99.3069
35.3673,133.882
22.0189,71.1117
-8.84383,-35.9246
31.8882,72.1319
36.9815,128.562
43.107,-2.07723
34.6244,132.171
47.528,123.762
36.2462,107.648
-36.63,175.503
29.0944,120.759
10.9636,-68.4309
18.4311,80.713
59.7121,91.8093
37.9044,112.511
15.0782,34.1974
30.1638,120.998
50.3978,124.933
23.3725,120.448
18.4042,-96.0178
14.4458,-83.9236
35.9866,110.234
8.82924,-63.565
11.8707,9.09773
34.293,114.489
23.8201,90.3467
26.5037,86.5429
2.6893,32.9238
4.54794,7.08584
11.5463,-4.19711
21.5773,-104.497
37.4146,117.954
25.6834,68.0427
15.5663,7.85685
12.2248,20.825
13.6283,-88.8546
23.5246,110.803
35.55,52.2925
7.46115,-75.0642
14.7289,-17.0028
13.4802,2.32843
15.749,-93.4599
20.7098,-97.5615
52.3035,110.35
29.1543,112.441
27.7659,-82.4462
20.9216,-88.6221
9.50559,2.40705
28.7764,82.4632
16.0791,101.507
25.7425,118.345
30.9339,75.0459
24.0029,121.521
19.1131,72.8962
43.8055,4.3611
6.37902,7.10119
9.63061,-1.18135
16.024,-90.5272
17.6857,106.498
12.4945,-83.8687
8.56968,125.763
4.97124,6.31012
19.6114,110.429
-8.80602,121.641
13.6637,123.271
39.7108,-0.560405
3.35681,98.0389
8.29737,99.8198
0.179812,30.2586
-0.86622,10.5656
-6.93061,109.96
-28.4838,30.325
57.2883,-4.50437
50.9569,-3.96448
39.235,-8.61306
39.4927,-0.441303
43.8036,17.7595
25.9628,-80.5875
-15.4802,28.2813
25.0375,-99.9696
38.0302,-79.6533
33.0264,-111.949
32.5555,-91.3226
39.8812,-82.0067
15.9819,49.9988
38.3888,-95.0101
43.819,-120.672
31.6443,-95.4192
29.5712,-94.5385
44.2546,-73.1368
37.2492,-93.4054
-7.19221,-38.1522
-22.5905,-43.4738
-33.4482,-70.6563
-9.65778,-36.6973
-5.5536,-80.5262
10.5147,-66.5226
23.5967,90.9326
22.268,114.154
27.5095,111.727
30.7561,104.284
23.2505,108.437
39.1329,106.757
36.391,101.941
32.3978,116.927
31.0772,120.795
45.8679,133.028
15.1816,76.4736
24.5345,91.6662
43.5586,126.474
24.8678,92.8291
27.8004,85.1261
30.2798,107.277
7.71597,81.3231
37.5052,127.23
27.3487,119.575
35.2449,128.994
-17.9568,178.083
-6.18356,106.969
19.952,105.256
-26.9397,17.4379
37.1913,-87.1388
24.6208,91.5698
32.3152,-64.7489
-3.48207,29.4075
0.654819,101.905
11.8096,125.207
30.9519,61.1056
11.6618,42.7015
37.5488,45.5551
27.923,58.8318
35.6705,139.821
9.4963,-0.782037
32.7453,130.676
-15.1862,34.6858
17.9191,-93.7688
27.1419,87.4462
-21.2427,165.503
19.2399,56.1825
26.1618,68.9544
14.6484,121.057
18.0456,121.864
17.3295,121.435
16.6899,120.74
49.8786,133.21
7.39136,125.689
1.4561,44.287
38.9874,125.926
6.65677,80.4851
24.9855,121.52
-11.2926,37.8116
9.92112,99.0254
-2.10794,101.364
11.2304,125.355
-27.3149,17.5757
-11.5274,-76.7805
-7.27055,109.606
-16.2951,34.9823
-20.1862,147.041
-6.46177,-35.61
11.6058,42.5836
41.6531,42.0695
15.7436,108.072
8.89905,126.068
22.8759,113.706
7.12449,80.3513
34.5846,96.0144
24.8295,107.033
29.0801,119.4
-22.0228,-53.4946
6.91447,80.4294
23.8905,120.513
45.7026,134.254
28.8877,71.1137
26.4375,80.8611
29.6046,81.2516
10.5704,-66.6846
23.1441,120.657
17.5697,-62.9478
19.1458,109.987
-7.81604,-41.3696
-24.589,-51.3989
61.2749,-152.61
7.60118,80.8228
45.0135,-123.094
-26.6947,-56.6593
13.4473,144.778
33.214,9.45159
30.6182,-91.1159
-7.13095,110.479
52.8007,-3.22846
25.9245,60.8533
48.6199,8.96919
45.6107,6.48067
38.9185,39.314
-13.4786,-72.9381
52.257,-1.24529
21.3073,92.1361
31.07,-84.8524
33.8036,76.2592
23.5125,90.9914
-6.50308,35.6693
-6.55667,106.815
-27.6671,142.914
-22.0775,-42.9149
25.0516,90.3022
32.6703,-95.1282
7.05753,-58.5812
53.6812,58.0278
16.2843,80.6926
34.4927,72.2929
38.3136,73.0436
13.1257,-85.3119
55.8252,92.9822
32.7316,-90.7024
27.4176,111.788
12.5476,108.266
26.7553,92.7754
40.2508,-80.9321
8.33626,123.116
40.4652,39.4136
24.7683,101.857
40.4346,-89.3548
16.5752,121.214
25.6948,117.867
21.3341,104.096
22.4252,92.1228
32.4559,130.773
6.53686,3.51739
26.7055,78.8703
24.0102,95.287
32.2032,106.436
53.7961,114.935
31.0394,72.2699
23.9413,89.3604
12.8616,-84.1097
11.2383,-60.6677
42.3526,-91.8472
-8.03448,-35.0511
24.2973,115.015
56.0627,44.4538
5.84049,8.3879
44.0063,-71.7534
21.6683,-98.5972
36.8383,139.907
27.5435,80.6956
41.5583,-90.7101
29.3795,118.563
22.4257,71.3244
34.2143,133.167
16.321,121.229
22.6284,90.4685
27.5665,83.637
7.00329,35.1973
39.4546,-81.3044
16.5199,121.229
37.5841,127.143
7.50054,8.88898
13.2878,-87.0534
37.1748,138.568
28.6222,-106.048
16.0991,107.662
24.1354,89.9062
29.5249,-81.5019
55.6343,-3.64553
16.3133,107.467
16.2827,103.076
24.4682,89.9598
-26.9091,-49.2012
24.2158,90.5909
26.0747,92.817
43.5014,6.20383
11.3982,77.0504
22.5748,90.7018
0.617967,120.486
51.9507,-1.96504
6.08126,-57.425
39.3702,140.54
15.3233,-84.4927
48.038,-121.84
11.2498,125.356
40.9323,-86.6825
7.03456,81.4966
53.7195,-2.14882
-13.4786,-73.8493
39.9139,-83.122
-23.6721,149.127
-1.5796,103.373
53.5893,-7.838
31.7208,58.5715
-1.31926,-79.6533
31.6519,64.3678
54.9063,-1.58219
29.3318,55.4168
-15.9365,35.4855
-27.7437,25.4471
-23.0116,-45.0895
21.537,-157.952
31.9084,35.9526
30.5876,34.9916
31.9506,54.0921
-0.928753,100.463
27.4406,-97.6654
24.9405,91.5924
32.0501,-91.338
22.2146,92.1857
41.9047,44.0767
64.8145,-147.426
24.4696,92.4232
24.6228,91.5273
38.4514,39.2757
28.7346,110.256
18.1334,-77.2969
36.5907,127.408
36.1849,66.1672
35.1589,7.88945
7.30256,80.685
6.78188,-76.1732
-1.6868,114.253
15.733,73.7324
31.1619,-92.341
34.0792,72.1321
40.2125,116.436
22.9459,91.3972
-23.4864,-69.9059
-33.9306,18.8161
29.1481,106.342
30.1818,120.241
28.1527,111.681
24.0753,89.3374
47.7853,28.1424
41.3917,32.193
41.7362,42.0591
15.2544,120.704
23.9413,95.019
23.8915,89.6246
51.744,107.829
26.6059,92.9592
6.10806,-0.188618
24.1787,90.0572
7.48633,2.15443
21.0469,102.592
53.8037,114.912
36.338,120.096
37.1727,127.561
15.0859,120.582
44.8909,126.941
6.77997,99.9424
14.1556,41.1624
21.7208,103.614
46.966,26.7373
20.9474,79.1574
49.7838,15.8567
43.9644,39.471
21.9581,91.9906
48.3136,13.3528
48.5357,19.4632
11.69,8.52892
16.9811,95.5588
54.5541,133.701
31.093,121.424
24.6649,90.2027
30.0516,103.821
40.0211,-75.4917
37.2339,54.214
32.5172,-97.4674
13.344,33.8431
9.60733,-83.0581
20.2047,84.4178
28.3671,81.0334
18.7575,105.467
17.3103,103.415
17.3639,97.6568
36.2232,129.159
11.5369,105.268
26.6059,-107.422
24.707,85.7348
41.0624,-111.924
19.7299,99.9386
14.9902,120.147
34.2247,132.749
25.1817,90.2142
28.8035,-99.8947
24.3395,87.8328
10.2084,105.635
35.1282,138.423
51.8576,0.305176
43.4418,142.664
24.6724,89.5171
30.7867,51.6712
41.0289,29.2703
26.2763,-80.4231
35.3241,140.229
37.4429,14.0174
17.2236,121.394
11.248,125.36
14.0025,79.4752
-27.6365,-51.1309
3.96409,96.9026
40.0517,-82.9024
30.7101,30.049
32.8694,49.5668
-17.5254,-149.853
7.6433,81.6191
22.0615,-159.554
0.610309,101.949
29.4697,-95.9628
33.8457,35.8722
2.98399,112.949
31.2653,34.5452
57.28,-3.74148
-22.5599,-43.3207
12.5093,53.9083
-31.3961,-61.7282
18.2253,-66.4526
52.4178,-0.089078
25.5033,-103.421
36.3763,2.75934
-15.5843,-44.1553
32.4291,35.8798
21.56,-77.9128
34.0486,-118.115
-27.5982,-64.546
36.9812,36.0904
56.4607,-117.494
-9.57355,160.215
-4.68836,-79.6066
29.8372,-95.3426
-13.5322,-64.7527
44.2707,-72.5285
-25.2475,152.026
47.4312,-61.8013
25.1128,113.878
28.7729,105.41
33.3518,52.8976
-1.794,-79.5078
-28.4099,-55.9395
55.3734,-2.4015
22.3716,114.116
45.3963,10.5657
38.6543,71.6038
60.5419,-115.994
40.2202,63.8319
-3.79249,142.822
30.6948,62.1932
40.6323,74.5088
52.6169,-78.1083
42.9384,59.8196
6.60577,80.4246
41.5946,-72.7314
43.6505,131.849
27.9919,105.471
22.3793,114.131
-24.1219,33.1118
16.5216,75.9695
48.5969,132.768
20.733,106.601
22.0692,92.2224
27.3793,119.18
39.309,-91.874
45.1513,39.1915
25.3272,110.295
28.5125,112.615
27.2262,86.8489
36.8893,50.3478
26.9122,94.46
26.1618,68.9621
50.9783,-0.349411
15.6717,121.03
22.2644,111.673
20.5033,86.0449
22.073,105.195
35.8327,105.08
24.8678,80.7003
12.3805,-1.57256
52.7319,-0.827224
18.0672,96.1887
25.03,67.2606
17.0326,121.124
23.6313,115.901
25.4554,-111.562
17.4541,34.1325
26.3061,-81.35
13.4496,144.787
27.8313,119.806
-34.8687,138.966
12.0739,-86.6267
-7.58451,111.708
35.0968,69.8855
44.2937,134.31
28.3907,79.068
22.064,-159.539
13.0242,78.8487
19.3548,-90.1363
7.11522,35.8071
52.571,-1.62812
10.2805,13.018
44.5158,5.83747
43.1605,2.93545
19.0255,-98.3441
37.3028,49.6333
44.5004,8.93857
42.7699,11.2843
17.5324,106.367
42.701,19.3521
-34.6886,139.376
51.7363,-0.054612
14.9366,108.663
15.4343,107.787
43.6735,11.14
42.9307,19.6623
42.0387,19.5629
6.76274,100.911
29.6764,-85.1568
51.5066,-2.97961
8.40517,80.8649
7.78495,125.923
29.753,54.831
-20.8141,30.1524
-17.8368,178.001
27.2447,56.2039
7.62904,-76.3694
33.0191,-116.876
56.3141,-3.70463
29.9467,-90.7209
29.4316,55.8857
8.79448,125.706
-6.80799,111.256
13.9406,45.822
-5.14777,37.8933
32.8796,-113.753
41.7158,-97.6983
31.4647,59.5156
-2.88189,-78.9145
5.30433,-75.2217
-33.3854,-71.6121
23.4747,113.536
37.9808,69.1791
-36.263,-60.1886
18.0135,-77.3418
47.9479,51.2978
2.58292,44.6743
6.78433,80.3212
20.9476,-76.531
24.3267,120.765
24.9382,92.0974
24.6177,115.409
53.6271,-6.32855
60.2954,59.9925
27.9846,117.867
19.839,-88.8702
53.2133,83.7111
40.3582,-92.4812
15.6003,120.46
17.9374,-99.7422
25.1622,89.7567
45.7497,4.60164
28.8981,110.652
5.07375,39.3187
43.9301,121.602
29.7518,103.653
51.3563,108.866
32.2114,131.074
52.3665,27.5231
9.71614,-65.9923
36.4802,115.918
-4.86699,-73.5893
12.4132,31.8434
15.1818,120.432
35.1448,128.072
41.6111,-99.7646
18.0128,-95.2258
35.6512,139.686
24.4756,101.704
36.1271,100.265
31.5053,130.452
27.9917,78.9675
-38.1255,146.36
12.4551,-84.0491
45.1072,7.36304
36.764,-94.6207
22.5233,114.167
22.1952,-98.4013
37.9331,49.1108
-36.6559,146.608
15.6301,120.592
17.4285,106.625
10.607,-61.4302
-28.2598,31.8594
13.407,75.4042
35.8439,1.81853
41.5666,9.06044
15.6489,-86.4699
22.4214,114.142
23.0797,-109.813
1.12387,101.308
11.054,77.5024
34.0563,-91.5834
20.5564,-75.3512
32.5504,48.1619
8.15766,99.8978
10.7409,124.962
12.5851,79.9572
12.3152,108.845
40.4443,107.087
-10.0433,-74.5879
9.64613,-83.0411
8.56672,80.7928
6.87608,-76.2092
7.28291,100.419
50.3802,5.76827
3.79233,102.442
48.3884,22.7867
30.2472,35.0229
-6.24192,106.357
9.65856,125.59
-6.46321,145.32
51.0549,0.83137
13.4358,123.45
-9.38978,38.4373
-6.83998,107.657
-25.2628,151.685
-9.05287,148.53
-7.37598,110.662
3.52764,-76.2
-18.8541,47.7167
-8.13028,-77.0482
3.12557,99.033
22.4749,92.0345
-12.0008,-76.0086
35.3656,59.3372
-8.48433,118.798
46.5257,44.6012
-7.50232,111.684
33.0034,-85.308
32.4176,35.9181
8.3822,125.689
23.9528,89.816
49.4354,41.1058
36.8932,-97.9613
22.5171,92.0895
0.277229,30.1332
27.2874,116.038
25.9398,118.128
6.61343,80.3366
55.3351,43.3263
40.7485,44.0001
24.6457,91.803
2.1264,-76.8547
25.7177,113.189
21.8758,92.071
37.0272,-83.6886
-33.9535,18.8851
20.6258,76.6191
31.07,-84.3318
53.6353,111.609
31.7869,77.252
30.3321,67.2212
27.4913,61.0726
16.7179,121.046
31.1973,112.268
28.9156,71.1034
15.1291,120.621
21.8175,102.98
22.4405,114.116
46.1544,125.126
10.017,122.982
15.6143,120.804
11.6671,40.9756
17.0729,98.8099
23.0569,120.915
17.5285,121.93
23.2024,120.838
53.574,58.4183
15.5645,30.026
22.5094,114.207
27.586,80.6237
31.7821,76.9177
15.5798,6.87118
33.17,67.8618
27.7849,68.1903
31.1521,120.692
11.8465,38.0793
-2.21514,-78.9872
31.7668,77.27
29.6075,67.8824
46.9737,28.4296
10.664,40.3477
37.0999,127.335
20.7866,79.2684
17.05,99.6055
31.5294,77.0555
20.1358,84.4369
43.7041,10.8528
16.1885,104.452
12.0078,14.8285
12.0384,13.3184
12.3447,-1.50563
45.0556,134.79
15.1434,120.77
34.4889,2.09318
14.9596,-90.8326
30.2009,-95.2737
14.3202,121.181
9.14408,125.873
36.1734,117.653
10.7214,78.7248
39.0065,22.4992
16.2498,80.0422
45.2087,10.2403
30.9819,36.4848
-8.59727,119.16
26.3341,31.925
18.9834,-72.2583
18.12,-77.272
21.4949,-78.0913
7.67392,37.8668
32.0846,48.9236
11.7781,42.6066
10.9856,49.4749
-0.77561,100.547
11.3455,42.9549
11.2536,125.042
12.5629,103.825
0.748137,42.5292
39.6057,-122.59
-10.1851,33.6434
-23.0133,29.6887
0.633088,101.984
-32.2627,-63.8184
48.1547,-2.89661
50.3282,5.69912
-0.529789,101.896
-23.5199,-46.4554
-23.8263,-57.5391
-22.711,27.5316
-26.821,117.538
-8.84509,33.7006
38.7256,-121.562
44.8374,45.9569
-37.1326,-60.068
22.8414,113.285
36.6338,69.7177
35.2121,58.9894
44.9518,7.32512
5.17608,43.2278
29.9011,-90.104
2.5585,99.2856
36.7237,-89.5648
7.89697,80.1122
28.2914,112.827
22.9967,90.0958
44.5922,24.296
-6.7697,39.0934
35.5798,51.6601
48.1302,10.7405
60.746,9.00832
23.2582,92.8575
40.1555,47.6973
25.1211,90.2429
27.6214,85.8796
26.0363,92.8902
22.3839,-81.5247
49.9115,36.2744
42.9785,41.4993
6.28328,1.29451
-23.8173,-57.4637
30.1801,108.209
52.8501,-112.773
6.4376,-1.06662
25.7626,88.9998
29.8869,68.5019
15.2263,120.64
40.3499,128.595
14.9639,101.558
42.5413,125.154
15.8962,-91.4849
39.461,-82.5624
10.0459,8.96747
10.577,39.9431
24.8678,89.9406
30.2769,-7.83179
37.0506,127.674
41.8101,19.9858
14.2621,-60.8749
33.6351,-79.4656
15.4632,120.687
22.8088,120.745
28.2424,76.8263
34.3542,-4.60431
27.5887,88.4616
15.3651,-61.3214
15.3937,-87.7141
35.2121,139.905
29.2882,-111.414
13.2244,106.544
16.5417,105.709
5.34767,100.367
60.8522,-149.768
41.6303,19.9654
6.77348,1.13979
14.0455,108
35.3388,6.58158
33.3124,134.158
12.9016,18.0044
18.5395,-14.5482
15.8268,-15.0548
20.86,95.2679
22.4615,87.3749
13.7105,-88.8253
25.1334,90.2429
12.779,122.697
22.388,-83.7471
18.9399,-90.4962
12.1417,-86.6886
30.6405,-84.3681
17.3711,106.601
15.2507,120.606
6.83476,80.5114
7.43332,2.10776
10.4102,-85.3273
8.26752,-80.49
18.147,-90.4142
26.6361,-80.9927
41.0301,48.7981
16.4132,80.612
13.2727,122.518
21.1239,40.1454
38.652,27.1193
2.21007,45.3359
22.4166,90.3001
46.5287,-122.706
49.8461,-118.244
7.20654,125.619
25.1783,56.1541
17.5345,121.925
6.76939,124.471
-28.7374,31.0618
45.1007,24.0126
-21.6968,-46.9398
-6.25757,106.847
8.70101,126.103
-26.0746,32.4472
8.80064,-80.1678
41.359,-79.1319
-18.0362,28.6842
45.3505,-73.8312
32.8745,-6.02507
-28.076,29.5164
43.4429,3.39445
-24.9044,33.3707
-23.242,30.6825
9.98513,-83.4622
-6.22899,106.829
45.5728,-120.002
-27.7513,27.664
-23.0627,-45.6231
-23.6894,33.4186
-7.25388,109.6
32.5397,48.0866
-4.33874,104.478
49.6247,31.223
-0.478939,34.6474
33.5139,63.6512
-8.16902,-35.4933
35.0342,6.9867
-27.195,149.128
49.8018,17.7986
39.1375,-88.025
38.4217,-81.1983
13.6097,44.0349
15.4695,47.415
-6.60443,106.781
9.4547,41.9351
4.53955,45.201
27.3146,115.873
25.1596,111.292
44.2003,10.8096
26.5766,73.762
39.6615,-77.5231
25.2408,90.1016
30.8939,118.323
58.4808,108.345
3.41039,-65.5304
5.15947,95.7105
37.9198,46.4851
27.4105,92.3599
6.61336,-10.3271
24.7685,85.6883
17.5507,101.482
40.99,-79.2426
49.6542,-69.5894
23.0267,89.9688
27.8829,86.0093
23.3441,111.032
15.2776,120.781
48.4439,136.205
25.6245,118.021
41.0859,29.0754
42.5324,-0.039184
47.942,106.98
11.558,38.95
21.7574,104.581
25.3736,90.2861
39.0121,127.46
16.3551,33.0459
30.8497,72.4557
37.0785,-78.5415
27.9198,85.4779
15.6171,32.5514
18.2334,-66.4234
13.9861,105.076
23.595,-110.047
45.2409,-62.9104
36.0084,-100.889
19.4326,109.807
44.4291,17.0015
10.2001,105.275
14.0414,100.456
25.8792,-101.877
11.8569,-83.7888
42.3331,-72.2832
-7.33507,110.139
15.0341,78.7288
7.04878,28.8983
3.55799,45.5183
17.0009,81.7657
64.3628,-16.7921
36.4069,53.0682
25.8386,32.7554
19.7426,-72.5452
19.5692,-70.8404
41.7999,19.7026
41.263,25.0311
9.91226,-65.5673
43.359,3.51066
37.7648,-6.49679
5.51372,117.312
46.4439,-122.188
37.544,-120.663
22.4865,92.1256
-23.2873,46.1824
-16.7329,-65.0131
-13.7619,-72.3791
41.8434,-89.0638
32.165,35.229
-17.399,34.85
37.9384,-84.7835
-9.1371,-70.2658
47.0502,-122.426
-18.0116,145.709
45.9476,-95.3809
-9.62715,38.2344
21.7744,92.071
3.30559,46.6188
26.9811,87.8099
26.0024,115.176
65.547,21.4825
49.6816,17.1002
51.0166,16.7191
22.3517,91.9783
51.8508,14.5282
45.0709,23.9956
22.0189,91.961
40.3845,-104.97
22.6192,114.815
24.0572,86.2554
22.3798,114.116
35.7791,-112.602
24.719,121.6
31.7905,77.3409
15.2748,120.631
29.9379,120.262
18.3168,29.6279
17.9384,96.4768
-22.673,-69.2465
9.32083,98.9673
32.0529,-8.05774
21.6936,110.884
32.3559,72.5263
34.8425,70.2244
17.038,103.765
6.90986,80.2592
31.4717,-115.892
15.9418,-92.6201
32.1426,-6.53758
15.9136,108.01
38.1123,-1.19292
16.8657,-98.4104
-25.9956,-53.1347
9.43645,-74.7673
-27.4068,-52.7608
39.6015,27.2944
3.64911,43.7102
16.2641,-92.2262
39.2204,-8.21596
9.71488,105.641
38.6249,-7.32497
41.8429,19.7114
-6.08419,34.0253
-23.8999,-49.0558
22.6243,39.3523
43.4361,83.1199
37.5096,22.5987
39.041,27.1915
-19.298,-44.4386
33.0225,-5.92373
42.1497,44.1686
41.2971,-120.005
31.9335,35.9814
30.0776,52.6964
18.9038,43.4738
-2.75775,-80.1618
8.88096,125.768
-17.8225,178.043
30.4282,30.6766
-13.0626,-65.6191
7.46328,4.03785
42.2803,43.9997
32.8139,59.4723
60.8855,89.0683
5.99224,37.5439
47.3337,40.082
14.8299,120.715
22.9053,113.348
36.2132,67.037
23.8505,109.438
25.4892,117.365
-31.4163,24.7505
45.9922,10.0135
22.4404,71.3091
38.4007,48.0012
36.2666,127.643
35.6264,59.9829
-36.9193,-71.9148
29.5364,-97.4788
23.5684,55.9204
35.3672,139.129
49.4622,0.929309
47.0273,22.2312
5.75584,0.117668
28.2139,113.235
21.5523,-77.8865
26.8739,103.687
31.2078,104.958
13.4435,-88.4334
22.3357,114.213
12.7493,23.7585
47.2508,28.3179
34.9725,74.5774
32.2874,72.2365
33.9474,135.571
26.94,99.4781
35.2403,104.42
9.49041,76.6811
28.47,105.185
26.0909,92.9144
33.2972,132.779
37.1834,46.173
24.8439,121.135
40.6106,38.7219
36.5943,127.852
42.8444,-83.6856
33.9398,74.8298
5.87962,100.618
18.8234,75.4418
24.9893,110.494
27.3761,87.0354
39.6237,43.5376
21.8834,104.011
36.0741,127.412
27.2307,112.648
31.8054,130.992
16.9874,82.1012
37.061,54.3393
-3.00967,39.7108
26.5269,32.5751
30.7803,34.8013
31.1246,35.7269
37.1834,57.1698
16.276,32.5751
32.7469,-16.9882
-0.852182,39.8117
-1.8476,34.2604
1.18459,34.1226
-1.66383,-79.7529
34.5539,38.3799
2.80788,99.0695
-7.85837,113.312
-11.9549,33.7397
31.4835,-96.9889
-32.7208,-63.4357
29.6688,32.2236
13.8493,78.9883
-18.7466,145.996
-0.823791,26.7574
-2.3061,36.7352
-10.0704,-72.7401
-14.556,131.849
33.3837,-80.5265
35.1755,-119.707
-6.77841,-75.7124
-20.8879,-57.8725
40.8159,28.5065
-15.6996,-64.425
32.1096,61.9152
27.187,60.1151
-16.5749,137.79
-31.5385,28.6857
32.6867,-86.3593
52.8983,-3.59305
2.27983,44.0844
-13.8676,35.1972
40.7361,22.2868
46.5334,39.3706
31.3876,-116.395
-31.3201,-52.2934
30.3557,113.08
-7.52394,109.837
14.5118,43.6641
-17.3257,23.1216
28.5031,-82.2758
32.3567,-82.0641
-7.84969,110.866
31.6288,50.8055
-5.06649,16.0739
44.1028,-71.0969
45.4629,-79.9563
-15.4533,166.98
4.73891,18.107
52.4385,-0.487124
-25.0627,-60.1238
39.593,-84.3936
-33.4122,150.68
36.2104,70.1197
30.4727,63.8934
-28.1884,-51.6527
35.5681,-81.7676
50.7686,21.4107
-3.61067,103.962
-33.1981,22.0037
38.4369,68.9337
22.4657,113.915
34.4548,67.6631
35.354,-95.4484
-7.16459,142.971
-6.9505,37.4212
-22.9217,-59.1497
41.6911,12.982
59.9746,39.7084
-28.745,149.409
42.2478,-73.127
40.0212,-75.1601
-6.65077,107.054
28.7172,111.459
32.7421,60.2508
25.1204,117.939
63.9567,131.959
23.4505,90.0268
38.7795,31.4914
0.671164,41.8261
40.9204,83.6735
26.7131,112.018
41.7768,70.3738
-0.955933,37.167
36.8574,66.0345
66.6416,52.982
23.6609,120.822
38.7474,127.54
22.6488,114.339
-7.75041,111.879
21.3271,105.136
24.0181,68.8677
26.7913,93.1722
44.0151,-70.6583
40.6454,42.0509
34.4397,70.1175
28.8202,112.322
36.6228,111.905
28.9415,102.714
30.3363,114.847
23.1199,112.868
24.8178,109.874
29.6288,105.422
28.8404,117.451
27.6882,119.82
28.3755,113.649
39.7927,-93.0881
37.384,-120.452
57.6109,-3.96748
-36.9441,147.392
17.2264,-99.2196
2.63895,45.5657
